2 7.334e-05
4 0.000176358
6 0.000492407
8 0.000214895
10 0.00225629
12 0.000348579
14 0.000399025
16 0.000594942
18 0.0137014
20 0.0058111
22 0.690959
24 0.407176
26 3.90511
